subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,edge,humanvshuman_splithalves,30,['subject-01' 'subject-02' 'subject-04' 'subject-07' 'subject-08'],['subject-03' 'subject-05' 'subject-06' 'subject-09' 'subject-10'],0,0.7159758093841132
humanvshuman,edge,humanvshuman_splithalves,31,['subject-01' 'subject-02' 'subject-04' 'subject-07' 'subject-09'],['subject-03' 'subject-05' 'subject-06' 'subject-08' 'subject-10'],0,0.7112765866801197
humanvshuman,edge,humanvshuman_splithalves,32,['subject-01' 'subject-02' 'subject-04' 'subject-07' 'subject-10'],['subject-03' 'subject-05' 'subject-06' 'subject-08' 'subject-09'],0,0.7356501491483781
humanvshuman,edge,humanvshuman_splithalves,33,['subject-01' 'subject-02' 'subject-04' 'subject-08' 'subject-09'],['subject-03' 'subject-05' 'subject-06' 'subject-07' 'subject-10'],0,0.7616716843140113
humanvshuman,edge,humanvshuman_splithalves,34,['subject-01' 'subject-02' 'subject-04' 'subject-08' 'subject-10'],['subject-03' 'subject-05' 'subject-06' 'subject-07' 'subject-09'],0,0.8067285637468291
humanvshuman,edge,humanvshuman_splithalves,35,['subject-01' 'subject-02' 'subject-04' 'subject-09' 'subject-10'],['subject-03' 'subject-05' 'subject-06' 'subject-07' 'subject-08'],0,0.7911686911987948
humanvshuman,edge,humanvshuman_splithalves,36,['subject-01' 'subject-02' 'subject-05' 'subject-06' 'subject-07'],['subject-03' 'subject-04' 'subject-08' 'subject-09' 'subject-10'],0,0.7106857156464865
humanvshuman,edge,humanvshuman_splithalves,37,['subject-01' 'subject-02' 'subject-05' 'subject-06' 'subject-08'],['subject-03' 'subject-04' 'subject-07' 'subject-09' 'subject-10'],0,0.6238983259251234
humanvshuman,edge,humanvshuman_splithalves,38,['subject-01' 'subject-02' 'subject-05' 'subject-06' 'subject-09'],['subject-03' 'subject-04' 'subject-07' 'subject-08' 'subject-10'],0,0.7474246854500031
humanvshuman,edge,humanvshuman_splithalves,39,['subject-01' 'subject-02' 'subject-05' 'subject-06' 'subject-10'],['subject-03' 'subject-04' 'subject-07' 'subject-08' 'subject-09'],0,0.7073256103202463
humanvshuman,edge,humanvshuman_splithalves,40,['subject-01' 'subject-02' 'subject-05' 'subject-07' 'subject-08'],['subject-03' 'subject-04' 'subject-06' 'subject-09' 'subject-10'],0,0.646185399469781
humanvshuman,edge,humanvshuman_splithalves,41,['subject-01' 'subject-02' 'subject-05' 'subject-07' 'subject-09'],['subject-03' 'subject-04' 'subject-06' 'subject-08' 'subject-10'],0,0.6859208138359625
