subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,cue-conflict,humanvshuman_splithalves,98,['subject-01' 'subject-04' 'subject-05' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-10'],0,0.7233530943380403
humanvshuman,cue-conflict,humanvshuman_splithalves,99,['subject-01' 'subject-04' 'subject-05' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-09'],0,0.7288143656450615
humanvshuman,cue-conflict,humanvshuman_splithalves,100,['subject-01' 'subject-04' 'subject-05' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-08'],0,0.7382459268268837
humanvshuman,cue-conflict,humanvshuman_splithalves,101,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-08'],['subject-02' 'subject-03' 'subject-05' 'subject-09' 'subject-10'],0,0.7198178370478637
humanvshuman,cue-conflict,humanvshuman_splithalves,102,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-08' 'subject-10'],0,0.7275564882002075
humanvshuman,cue-conflict,humanvshuman_splithalves,103,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-08' 'subject-09'],0,0.712868098869256
humanvshuman,cue-conflict,humanvshuman_splithalves,104,['subject-01' 'subject-04' 'subject-06' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-10'],0,0.7294239138324711
humanvshuman,cue-conflict,humanvshuman_splithalves,105,['subject-01' 'subject-04' 'subject-06' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-09'],0,0.729987964194965
humanvshuman,cue-conflict,humanvshuman_splithalves,106,['subject-01' 'subject-04' 'subject-06' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-08'],0,0.732863237490941
humanvshuman,cue-conflict,humanvshuman_splithalves,107,['subject-01' 'subject-04' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-10'],0,0.7248317911797004
humanvshuman,cue-conflict,humanvshuman_splithalves,108,['subject-01' 'subject-04' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-09'],0,0.7122189721456836
humanvshuman,cue-conflict,humanvshuman_splithalves,109,['subject-01' 'subject-04' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-08'],0,0.7224948833960121
