subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,silhouette,humanvshuman_splithalves,63,['subject-01' 'subject-03' 'subject-04' 'subject-06' 'subject-09'],['subject-02' 'subject-05' 'subject-07' 'subject-08' 'subject-10'],0,0.8338692924983622
humanvshuman,silhouette,humanvshuman_splithalves,64,['subject-01' 'subject-03' 'subject-04' 'subject-06' 'subject-10'],['subject-02' 'subject-05' 'subject-07' 'subject-08' 'subject-09'],0,0.805385173388534
humanvshuman,silhouette,humanvshuman_splithalves,65,['subject-01' 'subject-03' 'subject-04' 'subject-07' 'subject-08'],['subject-02' 'subject-05' 'subject-06' 'subject-09' 'subject-10'],0,0.8364234500408168
humanvshuman,silhouette,humanvshuman_splithalves,66,['subject-01' 'subject-03' 'subject-04' 'subject-07' 'subject-09'],['subject-02' 'subject-05' 'subject-06' 'subject-08' 'subject-10'],0,0.7947433886597217
humanvshuman,silhouette,humanvshuman_splithalves,67,['subject-01' 'subject-03' 'subject-04' 'subject-07' 'subject-10'],['subject-02' 'subject-05' 'subject-06' 'subject-08' 'subject-09'],0,0.8082698576274921
humanvshuman,silhouette,humanvshuman_splithalves,68,['subject-01' 'subject-03' 'subject-04' 'subject-08' 'subject-09'],['subject-02' 'subject-05' 'subject-06' 'subject-07' 'subject-10'],0,0.8366104684240538
humanvshuman,silhouette,humanvshuman_splithalves,69,['subject-01' 'subject-03' 'subject-04' 'subject-08' 'subject-10'],['subject-02' 'subject-05' 'subject-06' 'subject-07' 'subject-09'],0,0.8383739325918391
humanvshuman,silhouette,humanvshuman_splithalves,70,['subject-01' 'subject-03' 'subject-04' 'subject-09' 'subject-10'],['subject-02' 'subject-05' 'subject-06' 'subject-07' 'subject-08'],0,0.8339540562651475
humanvshuman,silhouette,humanvshuman_splithalves,71,['subject-01' 'subject-03' 'subject-05' 'subject-06' 'subject-07'],['subject-02' 'subject-04' 'subject-08' 'subject-09' 'subject-10'],0,0.8255757153546636
humanvshuman,silhouette,humanvshuman_splithalves,72,['subject-01' 'subject-03' 'subject-05' 'subject-06' 'subject-08'],['subject-02' 'subject-04' 'subject-07' 'subject-09' 'subject-10'],0,0.8428782384662556
humanvshuman,silhouette,humanvshuman_splithalves,73,['subject-01' 'subject-03' 'subject-05' 'subject-06' 'subject-09'],['subject-02' 'subject-04' 'subject-07' 'subject-08' 'subject-10'],0,0.8327515034937651
humanvshuman,silhouette,humanvshuman_splithalves,74,['subject-01' 'subject-03' 'subject-05' 'subject-06' 'subject-10'],['subject-02' 'subject-04' 'subject-07' 'subject-08' 'subject-09'],0,0.814068797069291
humanvshuman,silhouette,humanvshuman_splithalves,75,['subject-01' 'subject-03' 'subject-05' 'subject-07' 'subject-08'],['subject-02' 'subject-04' 'subject-06' 'subject-09' 'subject-10'],0,0.862777312130851
humanvshuman,silhouette,humanvshuman_splithalves,76,['subject-01' 'subject-03' 'subject-05' 'subject-07' 'subject-09'],['subject-02' 'subject-04' 'subject-06' 'subject-08' 'subject-10'],0,0.8094826495772296
humanvshuman,silhouette,humanvshuman_splithalves,77,['subject-01' 'subject-03' 'subject-05' 'subject-07' 'subject-10'],['subject-02' 'subject-04' 'subject-06' 'subject-08' 'subject-09'],0,0.8331884836346002
humanvshuman,silhouette,humanvshuman_splithalves,78,['subject-01' 'subject-03' 'subject-05' 'subject-08' 'subject-09'],['subject-02' 'subject-04' 'subject-06' 'subject-07' 'subject-10'],0,0.8457992875157156
humanvshuman,silhouette,humanvshuman_splithalves,79,['subject-01' 'subject-03' 'subject-05' 'subject-08' 'subject-10'],['subject-02' 'subject-04' 'subject-06' 'subject-07' 'subject-09'],0,0.8581886900994082
humanvshuman,silhouette,humanvshuman_splithalves,80,['subject-01' 'subject-03' 'subject-05' 'subject-09' 'subject-10'],['subject-02' 'subject-04' 'subject-06' 'subject-07' 'subject-08'],0,0.8424679421100871
humanvshuman,silhouette,humanvshuman_splithalves,81,['subject-01' 'subject-03' 'subject-06' 'subject-07' 'subject-08'],['subject-02' 'subject-04' 'subject-05' 'subject-09' 'subject-10'],0,0.8462017846277223
humanvshuman,silhouette,humanvshuman_splithalves,82,['subject-01' 'subject-03' 'subject-06' 'subject-07' 'subject-09'],['subject-02' 'subject-04' 'subject-05' 'subject-08' 'subject-10'],0,0.8384024707546354
humanvshuman,silhouette,humanvshuman_splithalves,83,['subject-01' 'subject-03' 'subject-06' 'subject-07' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-08' 'subject-09'],0,0.8036951515211582
humanvshuman,silhouette,humanvshuman_splithalves,84,['subject-01' 'subject-03' 'subject-06' 'subject-08' 'subject-09'],['subject-02' 'subject-04' 'subject-05' 'subject-07' 'subject-10'],0,0.86459569878259
humanvshuman,silhouette,humanvshuman_splithalves,85,['subject-01' 'subject-03' 'subject-06' 'subject-08' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-07' 'subject-09'],0,0.8165834113026084
humanvshuman,silhouette,humanvshuman_splithalves,86,['subject-01' 'subject-03' 'subject-06' 'subject-09' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-07' 'subject-08'],0,0.847202083884025
humanvshuman,silhouette,humanvshuman_splithalves,87,['subject-01' 'subject-03' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-04' 'subject-05' 'subject-06' 'subject-10'],0,0.8321833395291537
humanvshuman,silhouette,humanvshuman_splithalves,88,['subject-01' 'subject-03' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-06' 'subject-09'],0,0.8274738481294989
humanvshuman,silhouette,humanvshuman_splithalves,89,['subject-01' 'subject-03' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-06' 'subject-08'],0,0.8149496882626955
humanvshuman,silhouette,humanvshuman_splithalves,90,['subject-01' 'subject-03' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-06' 'subject-07'],0,0.8477306954379045
humanvshuman,silhouette,humanvshuman_splithalves,91,['subject-01' 'subject-04' 'subject-05' 'subject-06' 'subject-07'],['subject-02' 'subject-03' 'subject-08' 'subject-09' 'subject-10'],0,0.8337611050006073
humanvshuman,silhouette,humanvshuman_splithalves,92,['subject-01' 'subject-04' 'subject-05' 'subject-06' 'subject-08'],['subject-02' 'subject-03' 'subject-07' 'subject-09' 'subject-10'],0,0.8259671014865855
humanvshuman,silhouette,humanvshuman_splithalves,93,['subject-01' 'subject-04' 'subject-05' 'subject-06' 'subject-09'],['subject-02' 'subject-03' 'subject-07' 'subject-08' 'subject-10'],0,0.8145241748500299
humanvshuman,silhouette,humanvshuman_splithalves,94,['subject-01' 'subject-04' 'subject-05' 'subject-06' 'subject-10'],['subject-02' 'subject-03' 'subject-07' 'subject-08' 'subject-09'],0,0.8388285008837635
humanvshuman,silhouette,humanvshuman_splithalves,95,['subject-01' 'subject-04' 'subject-05' 'subject-07' 'subject-08'],['subject-02' 'subject-03' 'subject-06' 'subject-09' 'subject-10'],0,0.8457150385483228
humanvshuman,silhouette,humanvshuman_splithalves,96,['subject-01' 'subject-04' 'subject-05' 'subject-07' 'subject-09'],['subject-02' 'subject-03' 'subject-06' 'subject-08' 'subject-10'],0,0.7917673306670279
humanvshuman,silhouette,humanvshuman_splithalves,97,['subject-01' 'subject-04' 'subject-05' 'subject-07' 'subject-10'],['subject-02' 'subject-03' 'subject-06' 'subject-08' 'subject-09'],0,0.858508138115319
humanvshuman,silhouette,humanvshuman_splithalves,98,['subject-01' 'subject-04' 'subject-05' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-10'],0,0.8029361708038988
humanvshuman,silhouette,humanvshuman_splithalves,99,['subject-01' 'subject-04' 'subject-05' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-09'],0,0.8578509829854751
humanvshuman,silhouette,humanvshuman_splithalves,100,['subject-01' 'subject-04' 'subject-05' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-08'],0,0.8407562427797485
humanvshuman,silhouette,humanvshuman_splithalves,101,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-08'],['subject-02' 'subject-03' 'subject-05' 'subject-09' 'subject-10'],0,0.8487969146681515
humanvshuman,silhouette,humanvshuman_splithalves,102,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-08' 'subject-10'],0,0.8394647900156157
humanvshuman,silhouette,humanvshuman_splithalves,103,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-08' 'subject-09'],0,0.8475909363524914
humanvshuman,silhouette,humanvshuman_splithalves,104,['subject-01' 'subject-04' 'subject-06' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-10'],0,0.8400273908591742
humanvshuman,silhouette,humanvshuman_splithalves,105,['subject-01' 'subject-04' 'subject-06' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-09'],0,0.8358020772604129
humanvshuman,silhouette,humanvshuman_splithalves,106,['subject-01' 'subject-04' 'subject-06' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-07' 'subject-08'],0,0.8651997288476883
humanvshuman,silhouette,humanvshuman_splithalves,107,['subject-01' 'subject-04' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-10'],0,0.808618522712987
humanvshuman,silhouette,humanvshuman_splithalves,108,['subject-01' 'subject-04' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-09'],0,0.8469484810344732
humanvshuman,silhouette,humanvshuman_splithalves,109,['subject-01' 'subject-04' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-05' 'subject-06' 'subject-08'],0,0.8325672119766847
