subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,colour,humanvshuman_splithalves,0,['subject-01' 'subject-02'],['subject-03' 'subject-04'],bw,0.5864284365778665
humanvshuman,colour,humanvshuman_splithalves,0,['subject-01' 'subject-02'],['subject-03' 'subject-04'],cr,0.6766569390635333
humanvshuman,colour,humanvshuman_splithalves,1,['subject-01' 'subject-03'],['subject-02' 'subject-04'],bw,0.5728355737800379
humanvshuman,colour,humanvshuman_splithalves,1,['subject-01' 'subject-03'],['subject-02' 'subject-04'],cr,0.6636509531031575
humanvshuman,colour,humanvshuman_splithalves,2,['subject-01' 'subject-04'],['subject-02' 'subject-03'],bw,0.6208462529379365
humanvshuman,colour,humanvshuman_splithalves,2,['subject-01' 'subject-04'],['subject-02' 'subject-03'],cr,0.6227520004733198
